_source_file,time_raw,human_time,map_start_time_raw,map_end_time_raw,mod_name,consensus,extreme_99th,prob_rf,prob_et,prob_lr,prob_gb,human_time,attacker_name,target_name,mod_name,view_delta_deg,view_speed_deg_per_ms,view_best_delta_deg,view_best_speed_deg_per_sec,attacker_target_distance,attacker_xy_speed,attacker_z_speed,attacker_distance_last_second,target_xy_speed,target_z_speed,target_distance_last_second,missile_lifetime,missile_pitch,target_corpse_travel_distance,target_corpse_travel_z_distance
2020-06-28 lego 2v2.dm_26.dm_meta,3794876,0:02:35,3641261,,MOD_DISRUPTOR,bad,TRUE,,,,,0:02:35,^3Xen_Crypt,^7Padawan,MOD_DISRUPTOR,0,0,65.6869278,1990.512939,72,432,0,380,810,65,1029,,,280,65
2020-08-21 manaan 2v2.dm_26.dm_meta,160846657,0:14:11,159997204,160999183,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:14:11,^3Xen_Crypt,^7enab(tired),MOD_DISRUPTOR_SNIPER,3.687251329,0.0159621276,63.68131638,1929.736816,1051,1059,457,1086,0,0,0,,,0,0
2020-08-21 manaan 2v2.dm_26.dm_meta,160657105,0:11:01,159997204,160999183,MOD_DISRUPTOR,bad,TRUE,,,,,0:11:01,^3Xen_Crypt,^7enab(tired),MOD_DISRUPTOR,26.76743126,0.1351890415,62.73963547,1901.20105,220,1017,153,1074,950,195,1049,,,1074,244
2020-06-28 kejim 2v2.dm_26.dm_meta,355616,0:04:40,76568,,MOD_DISRUPTOR,bad,TRUE,,,,,0:04:40,^3Xen_Crypt,^7Padawan,MOD_DISRUPTOR,3.197403669,0.0121113779,58.74141693,1780.042969,870,430,0,508,1054,270,971,,,465,133
2020-06-28 kejim 2v2.dm_26.dm_meta,336113,0:04:21,76568,,MOD_DISRUPTOR,bad,TRUE,,,,,0:04:21,^3Xen_Crypt,^7Padawan,MOD_DISRUPTOR,13.70968914,0.0593493022,55.82629776,1691.706055,755,410,626,434,1165,290,1019,,,699,2
2020-01-25 krildor 4v3.dm_26.dm_meta,1040865,0:13:56,205998,1420101,MOD_DISRUPTOR,bad,TRUE,,,,,0:13:56,^3Xen_Crypt,^7Coronavirus-chan,MOD_DISRUPTOR,14.88183784,0.4509647787,55.24837494,1674.193237,223,412,0,274,368,38,211,,,17,1
2020-06-29 lego 1v1.dm_26.dm_meta,22398607,0:17:16,21363364,23052700,MOD_DISRUPTOR,bad,TRUE,,,,,0:17:16,^3Xen_Crypt,^7:^5|,MOD_DISRUPTOR,16.4275589,0.4978048205,55.07363129,1668.897949,174,318,0,326,264,0,312,,,11,0
2020-06-27 nelvaan 4v4.dm_26.dm_meta,1504713,0:01:48,1398189,,MOD_DISRUPTOR,bad,TRUE,,,,,0:01:48,^3Xen_Crypt,^7Seaal,MOD_DISRUPTOR,4.033501148,0.1222273111,52.01182938,1576.116089,119,273,984,716,373,0,498,,,13,0
2020-06-23 lego 1v1.dm_26.dm_meta,957961,0:15:58,9145,,MOD_DISRUPTOR,bad,TRUE,,,,,0:15:58,^3Xen_Crypt,^7Padawan,MOD_DISRUPTOR,49.34962845,0.186930418,51.92412186,1573.458252,239,567,169,1340,442,0,474,,,27,0
2020-06-23 lego 1v1.dm_26.dm_meta,881764,0:14:42,9145,,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:14:42,^3Xen_Crypt,^7Padawan,MOD_DISRUPTOR_SNIPER,6.014089108,0.02278064005,50.79082108,1539.115845,2167,825,788,931,551,264,634,,,97,32
2020-06-25 lego 1v1.dm_26.dm_meta,105166427,0:05:57,104810885,106058879,MOD_DISRUPTOR,bad,TRUE,,,,,0:05:57,^3Xen_Crypt,^7i,MOD_DISRUPTOR,11.49262333,0.3482613266,48.12093353,1458.210083,373,374,0,379,267,0,338,,,6,0
2020-06-28 kejim 2v2.dm_26.dm_meta,435014,0:06:00,76568,,MOD_DISRUPTOR,bad,TRUE,,,,,0:06:00,^3Xen_Crypt,^7Padawan,MOD_DISRUPTOR,8.976114273,0.03400043398,47.11334991,1427.677246,1230,425,0,478,1137,137,966,,,784,224
2020-08-21 manaan 2v2.dm_26.dm_meta,160735051,0:12:19,159997204,160999183,MOD_DISRUPTOR,bad,TRUE,,,,,0:12:19,^3Xen_Crypt,^7enab(tired),MOD_DISRUPTOR,46.5755806,0.1764226556,46.5755806,1411.381226,178,943,54,948,1130,209,1172,,,1250,218
2020-08-21 manaan 2v2.dm_26.dm_meta,160286878,0:04:51,159997204,160999183,MOD_DISRUPTOR,bad,TRUE,,,,,0:04:51,^3Xen_Crypt,^7enab(tired),MOD_DISRUPTOR,2.402648687,0.01213458925,41.73840714,1264.800171,625,425,0,437,941,10,979,,,371,46
2020-06-29 lego 1v1.dm_26.dm_meta,22965250,0:26:43,21363364,23052700,MOD_DISRUPTOR,bad,TRUE,,,,,0:26:43,^3Xen_Crypt,^7:^5|,MOD_DISRUPTOR,0.9281334281,0.007031314075,38.63300705,1170.697144,782,473,0,2293,507,381,621,,,54,0
2020-06-24 lego 2v2.dm_26.dm_meta,7593365,0:27:16,5958677,8786711,MOD_DISRUPTOR,bad,TRUE,,,,,0:27:16,^3Xen_Crypt,^7i,MOD_DISRUPTOR,33.1305809,0.1434224248,37.28125,1129.734863,530,980,631,1042,337,304,237,,,279,6
2020-06-28 kejim 2v2.dm_26.dm_meta,875366,0:13:20,76568,,MOD_DISRUPTOR,bad,TRUE,,,,,0:13:20,^3Xen_Crypt,^7lg,MOD_DISRUPTOR,16.39537811,0.09936592728,36.02613449,1091.70105,632,648,385,611,1077,678,990,,,395,182
2020-05-17 sert��o_alpha7 4v4 (2).dm_26.dm_meta,2416581,0:11:02,1755822,2435457,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:11:02,^3Xen_Crypt,^5ski,MOD_DISRUPTOR_SNIPER,4.10488987,0.01554882526,34.6170578,1049.001709,789,1076,328,1084,394,287,371,,,60,27
2020-06-24 lego 1v1 (2).dm_26.dm_meta,61054,0:01:01,5152,,MOD_DISRUPTOR,bad,TRUE,,,,,0:01:01,^3Xen_Crypt,^1X'S APOSTLE,MOD_DISRUPTOR,10.02547169,0.3038021624,34.18324661,1035.855957,71,18,0,186,174,9,294,,,245,207
2020-05-20 kejim 4v4 (2).dm_26.dm_meta,509466,0:04:36,234510,1449405,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:04:36,^3Xen_Crypt,^0n^2o^0de^2js,MOD_DISRUPTOR_SNIPER,5.996789455,0.03028681502,32.59687805,987.7841797,772,238,259,356,289,1202,869,,,693,688
2020-08-21 manaan 2v2.dm_26.dm_meta,160342714,0:05:47,159997204,160999183,MOD_DISRUPTOR,bad,TRUE,,,,,0:05:47,^3Xen_Crypt,^7enab(tired),MOD_DISRUPTOR,3.485229731,0.01760216989,30.81936836,933.9202881,986,435,0,428,1261,304,1115,,,3524,2119
2020-06-27 nelvaan 4v4.dm_26.dm_meta,2000241,0:10:03,1398189,,MOD_DISRUPTOR,bad,TRUE,,,,,0:10:03,^7xenspec,^7Seaal,MOD_DISRUPTOR,1.995501041,0.06046972796,29.90259171,906.1391602,142,184,0,358,249,0,1034,,,5,0
2020-08-21 manaan 2v2.dm_26.dm_meta,160230382,0:03:54,159997204,160999183,MOD_DISRUPTOR,bad,TRUE,,,,,0:03:54,^3Xen_Crypt,^7enab(tired),MOD_DISRUPTOR,12.40923405,0.04700467363,28.33845711,858.7411499,475,667,275,776,505,112,661,,,2459,2402
2020-06-28 kejim 2v2.dm_26.dm_meta,695120,0:10:20,76568,,MOD_DISRUPTOR,bad,TRUE,,,,,0:10:20,^3Xen_Crypt,^7lg,MOD_DISRUPTOR,18.58994675,0.08047596365,27.94133759,846.7072144,270,400,0,395,199,0,980,,,5,0
2020-06-27 cairn 4v4.dm_26.dm_meta,1169957,0:16:09,202001,1329875,MOD_DISRUPTOR,bad,TRUE,,,,,0:16:09,^7xenspec,^7Padawan,MOD_DISRUPTOR,5.304889202,0.02009427734,26.24663544,795.3526001,735,417,127,419,623,209,1106,,,596,335
2020-06-28 lego 2v2.dm_26.dm_meta,3947732,0:05:08,3641261,,MOD_DISRUPTOR,bad,TRUE,,,,,0:05:08,^3Xen_Crypt,^7lg,MOD_DISRUPTOR,0,0,25.06611061,759.5791016,731,437,0,1798,593,37,387,,,134,14
2020-06-28 lego 2v2.dm_26.dm_meta,3850778,0:03:31,3641261,,MOD_DISRUPTOR,bad,TRUE,,,,,0:03:31,^3Xen_Crypt,^7lg,MOD_DISRUPTOR,14.43649578,0.08749391139,24.32694054,737.1799927,325,924,220,936,1136,381,950,,,700,265
2020-09-05 nelvaan 4v4.dm_26.dm_meta,947438,0:11:50,238829,1453724,MOD_DISRUPTOR,bad,TRUE,,,,,0:11:50,^7flor_mourner_2,^7lg,MOD_DISRUPTOR,2.294906855,0.03477131575,23.50318718,712.2177734,470,1163,73,1174,196,358,321,,,11,3
2020-06-27 cairn 4v4.dm_26.dm_meta,426797,0:03:46,202001,1329875,MOD_DISRUPTOR,bad,TRUE,,,,,0:03:46,^7xenspec,^7Padawan,MOD_DISRUPTOR,1.275668383,0.004832077306,23.11693192,700.5131226,736,318,0,545,860,191,1279,,,1687,1615
2020-06-26 lego 1v1.dm_26.dm_meta,15007173,0:11:17,14331069,15442410,MOD_DISRUPTOR,bad,TRUE,,,,,0:11:17,^3Xen_Crypt,^7lg,MOD_DISRUPTOR,0,0,22.87405968,693.1533203,1237,660,402,608,1020,324,987,,,225,10
2020-06-29 lego 1v1.dm_26.dm_meta,22063261,0:11:41,21363364,23052700,MOD_DISRUPTOR,bad,TRUE,,,,,0:11:41,^3Xen_Crypt,^7:^5|,MOD_DISRUPTOR,2.757918596,0.01193904132,22.59109879,684.5787354,1461,1170,117,1127,437,515,698,,,62,35
2020-07-02 elrood 1v1.dm_26.dm_meta,1001686,0:16:42,9310,1216054,MOD_DISRUPTOR,bad,TRUE,,,,,0:16:42,^3Xen_Crypt,^7spdy,MOD_DISRUPTOR,0,0,21.86556435,662.5928345,307,444,0,4174,238,0,446,,,8,0
2020-06-24 lego 2v2.dm_26.dm_meta,7541654,0:26:24,5958677,8786711,MOD_DISRUPTOR,bad,TRUE,,,,,0:26:24,^3Xen_Crypt,^7i,MOD_DISRUPTOR,12.83473969,0.0486164391,21.65073586,656.0828857,1349,845,782,898,279,0,319,,,7,0
2020-06-27 cairn 4v4.dm_26.dm_meta,220580,0:00:20,202001,1329875,MOD_DISRUPTOR,bad,TRUE,,,,,0:00:20,^7xenspec,^7Seaal,MOD_DISRUPTOR,2.198233604,0.0133226281,20.24614334,613.5194702,406,316,267,413,746,283,1119,,,207,75
2020-08-21 manaan 2v2.dm_26.dm_meta,160090264,0:01:34,159997204,160999183,MOD_DISRUPTOR,bad,TRUE,,,,,0:01:34,^3Xen_Crypt,^7enab(tired),MOD_DISRUPTOR,5.574987888,0.0844695121,20.11872482,609.6583252,194,1015,173,974,857,3,1016,,,482,92
2020-06-28 kejim 2v2.dm_26.dm_meta,198470,0:02:03,76568,,MOD_DISRUPTOR,bad,TRUE,,,,,0:02:03,^3Xen_Crypt,^7Padawan,MOD_DISRUPTOR,2.59025836,0.03924633935,19.83534431,601.0710449,922,425,0,438,1091,24,987,,,778,130
2020-06-27 cairn 4v4.dm_26.dm_meta,797519,0:09:57,202001,1329875,MOD_DISRUPTOR,bad,TRUE,,,,,0:09:57,^7xenspec,^7CYD INSTAGIB ONLY,MOD_DISRUPTOR,1.801062584,0.006822206546,17.89441299,542.2549438,1396,295,0,342,645,392,1025,,,156,69
2020-08-09 lego 1v1.dm_26.dm_meta,686239,0:11:26,8716,,MOD_DISRUPTOR,bad,TRUE,,,,,0:11:26,^3xen,^7spec 2,MOD_DISRUPTOR,17.7369709,0.2687419951,17.7369709,537.4839478,111,348,0,380,416,0,570,,,28,0
2020-06-27 cairn 4v4.dm_26.dm_meta,211769,0:00:11,202001,1329875,MOD_DISRUPTOR,bad,TRUE,,,,,0:00:11,^7xenspec,^7Seaal,MOD_DISRUPTOR,4.959253311,0.07514020056,17.62205696,534.001709,362,194,0,469,261,162,1102,,,113,2
2020-06-23 lego 1v1.dm_26.dm_meta,738181,0:12:18,9145,,MOD_DISRUPTOR,bad,TRUE,,,,,0:12:18,^3Xen_Crypt,^7Padawan,MOD_DISRUPTOR,10.25217247,0.04438170046,17.33481026,525.2973022,318,318,0,366,795,404,961,,,401,198
2020-06-28 kejim 2v2.dm_26.dm_meta,841277,0:12:46,76568,,MOD_DISRUPTOR,bad,TRUE,,,,,0:12:46,^3Xen_Crypt,^7Padawan,MOD_DISRUPTOR,8.468260765,0.03207674623,16.60792732,503.2705383,504,1235,22,1189,146,31,0,,,4,0
2020-06-24 lego 2v2.dm_26.dm_meta,7109156,0:19:12,5958677,8786711,MOD_DISRUPTOR,bad,TRUE,,,,,0:19:12,^3Xen_Crypt,^7i,MOD_DISRUPTOR,14.25010395,0.05397766829,16.16772652,489.9311218,1256,435,214,1154,285,0,608,,,5,0
2020-06-28 kejim 2v2.dm_26.dm_meta,554210,0:07:59,76568,,MOD_DISRUPTOR,bad,TRUE,,,,,0:07:59,^3Xen_Crypt,^7lg,MOD_DISRUPTOR,1.310703874,0.0397183001,16.04528427,486.2207336,464,1058,299,1014,732,318,845,,,303,129
2020-06-28 kejim 2v2.dm_26.dm_meta,458972,0:06:23,76568,,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:06:23,^3Xen_Crypt,^7lg,MOD_DISRUPTOR_SNIPER,0.7075741291,0.002680205042,15.94811249,483.2761536,3941,0,0,245,659,265,570,,,145,38
2020-08-21 manaan 2v2.dm_26.dm_meta,160439503,0:07:23,159997204,160999183,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:07:23,^3Xen_Crypt,^7enab(tired),MOD_DISRUPTOR_SNIPER,1.745797992,0.006612871308,15.5032711,469.7960815,2721,504,449,551,799,294,764,,,113,25
2020-08-21 manaan 2v2.dm_26.dm_meta,160265758,0:04:30,159997204,160999183,MOD_DISRUPTOR,bad,TRUE,,,,,0:04:30,^3Xen_Crypt,^7enab(tired),MOD_DISRUPTOR,0.9241748452,0.009335099719,14.90147972,451.5599976,786,322,91,389,1058,236,1142,,,465,134
2020-06-25 lego 1v1 (5).dm_26.dm_meta,2174510,0:08:13,1682447,2340170,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:08:13,^3Xen_Crypt,,MOD_DISRUPTOR_SNIPER,0.8792666793,0.006661111023,14.89351177,451.3185425,2528,470,339,502,184,0,445,,,4,0
2020-06-27 cairn 4v4.dm_26.dm_meta,606977,0:06:46,202001,1329875,MOD_DISRUPTOR,bad,TRUE,,,,,0:06:46,^7xenspec,^7CYD INSTAGIB ONLY,MOD_DISRUPTOR,2.299530506,0.008710342459,14.55132866,440.9493408,823,188,0,377,444,563,1050,,,425,354
2020-06-29 lego 1v1.dm_26.dm_meta,21784840,0:07:03,21363364,23052700,MOD_DISRUPTOR,bad,TRUE,,,,,0:07:03,^3Xen_Crypt,^7:^5|,MOD_DISRUPTOR,3.494693041,0.05294989422,13.9190321,421.7888489,374,470,0,1920,202,0,501,,,6,0
2020-06-29 lego 1v1.dm_26.dm_meta,22052305,0:11:30,21363364,23052700,MOD_DISRUPTOR,bad,TRUE,,,,,0:11:30,^3Xen_Crypt,^7:^5|,MOD_DISRUPTOR,1.548146725,0.0156378448,13.79954529,418.1680298,457,991,308,943,110,0,1,,,1,0
2020-06-28 kejim 2v2.dm_26.dm_meta,496955,0:07:01,76568,,MOD_DISRUPTOR,bad,TRUE,,,,,0:07:01,^3Xen_Crypt,^7Padawan,MOD_DISRUPTOR,3.562472582,0.1079537123,12.91476059,391.3563843,112,199,798,485,731,331,870,,,147,44
2020-08-01 nelvaan 4v4 (2).dm_26.dm_meta,1891510,0:10:36,1256260,,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:10:36,^3Xen_Crypt,^7sid,MOD_DISRUPTOR_SNIPER,0,0,12.88019371,390.3088989,324,1072,431,1085,0,0,0,,,0,0
2020-06-27 cairn 4v4.dm_26.dm_meta,460358,0:04:20,202001,1329875,MOD_DISRUPTOR,bad,TRUE,,,,,0:04:20,^7xenspec,^7CYD INSTAGIB ONLY,MOD_DISRUPTOR,6.688592434,0.0289549455,12.6194334,382.407074,317,333,0,415,748,293,965,,,151,41
2020-06-23 lego 1v1.dm_26.dm_meta,1212952,0:20:13,9145,,MOD_DISRUPTOR,bad,TRUE,,,,,0:20:13,^3Xen_Crypt,^7Padawan,MOD_DISRUPTOR,1.716840029,0.007432207931,12.59404755,381.6378174,1147,445,0,434,258,0,1558,,,11,0
2020-06-27 cairn 4v4.dm_26.dm_meta,534707,0:05:34,202001,1329875,MOD_DISRUPTOR,bad,TRUE,,,,,0:05:34,^7xenspec,^7CYD INSTAGIB ONLY,MOD_DISRUPTOR,6.408415794,0.02427430265,12.5687542,380.8713379,723,323,0,330,582,173,962,,,1908,1812
2020-06-28 lego 2v2.dm_26.dm_meta,3846323,0:03:26,3641261,,MOD_DISRUPTOR,bad,TRUE,,,,,0:03:26,^3Xen_Crypt,^7lg,MOD_DISRUPTOR,1.821619749,0.007885799743,12.09520054,366.5212402,357,329,0,426,825,218,960,,,203,43
2020-06-27 cairn 4v4.dm_26.dm_meta,1075247,0:14:34,202001,1329875,MOD_DISRUPTOR,bad,TRUE,,,,,0:14:34,^7xenspec,^7Seaal,MOD_DISRUPTOR,3.538834333,0.01340467576,12.08839321,366.3149414,1637,437,0,337,593,242,1001,,,36,0
2020-07-01 paulking 1v1.dm_26.dm_meta,1584441,0:03:39,1367136,2577378,MOD_DISRUPTOR,bad,TRUE,,,,,0:03:39,^3Xen_Crypt,^1X'S APOSTLE,MOD_DISRUPTOR,0.8298860192,0.006287015509,12.07668114,365.960022,177,848,64,875,901,100,1026,,,351,65
2020-06-27 cairn 4v4.dm_26.dm_meta,616811,0:06:56,202001,1329875,MOD_DISRUPTOR,bad,TRUE,,,,,0:06:56,^7xenspec,^7Seaal,MOD_DISRUPTOR,7.363350391,0.02789147943,11.85272217,359.1734009,694,458,0,431,779,17,1077,,,504,135
2020-07-26 nelvaan 4v4.dm_26.dm_meta,433731,0:03:33,221409,1436337,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:03:33,^3Xen_Crypt,^7cyd,MOD_DISRUPTOR_SNIPER,0.5751056671,0.002178430557,11.36299229,344.3330994,298,1143,654,1185,142,0,220,,,2,0
2020-06-28 kejim 2v2.dm_26.dm_meta,130193,0:00:55,76568,,MOD_DISRUPTOR,bad,TRUE,,,,,0:00:55,^3Xen_Crypt,^7Padawan,MOD_DISRUPTOR,0,0,10.87229156,329.4633789,2134,457,205,454,1155,721,1036,,,222,73
2020-06-27 cairn 4v4.dm_26.dm_meta,415973,0:03:35,202001,1329875,MOD_DISRUPTOR,bad,TRUE,,,,,0:03:35,^7xenspec,^7Padawan,MOD_DISRUPTOR,5.833160877,0.03535249084,10.31750488,312.6516724,1149,632,155,651,1366,73,947,,,2474,1745
2020-08-21 manaan 2v2.dm_26.dm_meta,160121746,0:02:06,159997204,160999183,MOD_DISRUPTOR,bad,TRUE,,,,,0:02:06,^3Xen_Crypt,^7enab(tired),MOD_DISRUPTOR,4.565457344,0.0172933992,10.17042637,308.1947327,2427,238,0,557,1294,470,1127,,,793,367
2020-07-02 elrood 1v1.dm_26.dm_meta,754186,0:12:34,9310,1216054,MOD_DISRUPTOR,bad,TRUE,,,,,0:12:34,^3Xen_Crypt,^7spdy,MOD_DISRUPTOR,0.93728894,0.02840269543,9.872346878,299.1620178,714,976,88,940,93,0,2,,,1,0
2020-06-28 kejim 2v2.dm_26.dm_meta,261764,0:03:06,76568,,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:03:06,^3Xen_Crypt,^7Padawan,MOD_DISRUPTOR_SNIPER,0,0,9.824292183,297.7058105,1286,0,0,209,1060,260,1073,,,349,82
2020-06-24 lego 2v2.dm_26.dm_meta,7946564,0:33:09,5958677,8786711,MOD_DISRUPTOR,bad,TRUE,,,,,0:33:09,^3Xen_Crypt,^7i,MOD_DISRUPTOR,0.8591315746,0.02603428997,9.786600113,296.5636292,1139,1045,37,965,269,643,437,,,152,143
2020-05-20 kejim 4v4.dm_26.dm_meta,605323,0:10:05,462136,,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:10:05,^3Xen_Crypt,^7teh,MOD_DISRUPTOR_SNIPER,0,0,9.750353813,295.465271,1545,0,0,73,1082,304,1021,,,445,129
2020-09-15 telti 4v4 (2).dm_26.dm_meta,1833034,0:02:09,1705654,,MOD_DISRUPTOR,bad,TRUE,,,,,0:02:09,^3Xen_Crypt,^7Seaal,MOD_DISRUPTOR,0.1032071859,0.0005212484393,9.733739853,294.9618225,1486,369,167,399,1179,198,1005,,,218,29
2020-06-27 cairn 4v4.dm_26.dm_meta,771020,0:09:30,202001,1329875,MOD_DISRUPTOR,bad,TRUE,,,,,0:09:30,^7xenspec,^7Seaal,MOD_DISRUPTOR,1.914940953,0.007253564429,9.541840553,289.146698,4023,354,195,466,84,0,420,,,0,0
2020-07-02 elrood 1v1.dm_26.dm_meta,1046038,0:17:26,9310,1216054,MOD_DISRUPTOR,bad,TRUE,,,,,0:17:26,^3Xen_Crypt,^7spdy,MOD_DISRUPTOR,8.956749916,0.2714166641,8.956749916,271.4166565,83,523,0,867,350,0,472,,,20,0
1419_snipe_ctf4.dm_26.dm_meta,41961700,0:02:40,41819950,43017350,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:02:40,^3Xen_Crypt,^6MASTER O,MOD_DISRUPTOR_SNIPER,0.9558105469,0.001593017601,8.434981346,255.6054993,2883,0,0,44,69,0,264,,,0,0
2020-06-29 lego 1v1.dm_26.dm_meta,22483582,0:18:41,21363364,23052700,MOD_DISRUPTOR,bad,TRUE,,,,,0:18:41,^3Xen_Crypt,^7:^5|,MOD_DISRUPTOR,0,0,7.990142822,242.1255341,482,658,297,617,327,46,1462,,,17,1
2020-06-28 kejim 2v2.dm_26.dm_meta,787586,0:11:52,76568,,MOD_DISRUPTOR,bad,TRUE,,,,,0:11:52,^3Xen_Crypt,^7lg,MOD_DISRUPTOR,1.428951383,0.02165077813,7.747747421,234.7802277,751,1112,181,1165,92,0,3,,,1,0
2019-06-02 nelvaan 4v4.dm_26.dm_meta,1335621,0:19:00,153297,,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:19:00,^3Xen_Crypt,^7cydrl@steam if picked,MOD_DISRUPTOR_SNIPER,2.478202581,0.07509704679,7.649427891,231.8008423,695,1051,716,1109,100,158,222,,,71,65
2020-06-27 cairn 4v4.dm_26.dm_meta,1272356,0:17:52,202001,1329875,MOD_DISRUPTOR,bad,TRUE,,,,,0:17:52,^7xenspec,^7Seaal,MOD_DISRUPTOR,0.5202290416,0.01576451585,7.120471478,215.7718658,694,1132,42,1119,330,0,8,,,10,0
2020-06-23 lego 1v1.dm_26.dm_meta,1442863,0:24:03,9145,,MOD_DISRUPTOR,bad,TRUE,,,,,0:24:03,^3Xen_Crypt,^7Padawan,MOD_DISRUPTOR,2.855811357,0.0123628201,6.900981903,209.1206665,3137,730,181,771,287,165,398,,,311,269
2020-05-20 sert��o_alpha7 4v4.dm_26.dm_meta,1405148,0:18:55,271796,1475504,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:18:55,^3Xen_Crypt,^7playing,MOD_DISRUPTOR_SNIPER,0.5476108789,0.005531422794,6.724036694,203.7586823,2718,0,0,0,1094,28,1141,,,731,301
2020-06-28 kejim 2v2.dm_26.dm_meta,524510,0:07:29,76568,,MOD_DISRUPTOR,bad,TRUE,,,,,0:07:29,^3Xen_Crypt,^7lg,MOD_DISRUPTOR,0.9812488556,0.004955802113,6.656971455,201.7264099,2524,917,117,889,130,0,182,,,3,0
2020-08-21 manaan 2v2.dm_26.dm_meta,160132636,0:02:17,159997204,160999183,MOD_DISRUPTOR,bad,TRUE,,,,,0:02:17,^3Xen_Crypt,^7enab(tired),MOD_DISRUPTOR,0.5526297688,0.002093294635,6.585279942,199.5539398,2699,651,102,707,688,202,742,,,511,42
2020-06-03 kejim 2v2 (2).dm_26.dm_meta,6444763,0:05:00,6146179,7269598,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:05:00,^3Xen_Crypt,^0Fl^5y^0nn,MOD_DISRUPTOR_SNIPER,2.801513672,0.02122358792,5.857567787,177.5020599,1511,0,802,422,0,0,0,,,0,0
2020-07-02 elrood 1v1.dm_26.dm_meta,683335,0:11:23,9310,1216054,MOD_DISRUPTOR,bad,TRUE,,,,,0:11:23,^3Xen_Crypt,^7spdy,MOD_DISRUPTOR,0,0,5.781943321,175.2104034,389,618,178,560,912,306,1004,,,203,14
2020-06-28 kejim 2v2.dm_26.dm_meta,273776,0:03:18,76568,,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:03:18,^3Xen_Crypt,^7Padawan,MOD_DISRUPTOR_SNIPER,0.8120412827,0.003515330143,5.73628664,173.8268738,1678,0,0,250,1026,312,963,,,146,19
2020-08-21 manaan 2v2.dm_26.dm_meta,160237609,0:04:02,159997204,160999183,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:04:02,^3Xen_Crypt,^7enab(tired),MOD_DISRUPTOR_SNIPER,0.09338378906,0.001414905884,5.698066235,172.6686707,1099,493,63,535,1131,0,1126,,,69,0
2018-06-21 nelvaan 4v4.dm_26.dm_meta,782867,0:08:22,281465,1496558,MOD_DISRUPTOR,bad,TRUE,,,,,0:08:22,^3Xen_Crypt,^3B!|rad^5le,MOD_DISRUPTOR,3.94233942,0.05973241478,5.633043766,170.6983032,537,1144,415,1158,148,0,228,,,3,0
2020-06-27 cairn 4v4.dm_26.dm_meta,863222,0:11:02,202001,1329875,MOD_DISRUPTOR,bad,TRUE,,,,,0:11:02,^7xenspec,^7CYD INSTAGIB ONLY,MOD_DISRUPTOR,0.1056631207,0.003201912856,5.587717056,169.3247528,713,382,0,476,721,176,1119,,,1816,1573
2020-07-02 elrood 1v1.dm_26.dm_meta,325747,0:05:26,9310,1216054,MOD_DISRUPTOR,bad,TRUE,,,,,0:05:26,^3Xen_Crypt,^7spdy,MOD_DISRUPTOR,1.302899361,0.03948180005,5.373224258,162.8249817,787,545,100,502,1267,515,1187,,,517,184
2020-06-27 cairn 4v4.dm_26.dm_meta,250280,0:00:49,202001,1329875,MOD_DISRUPTOR,bad,TRUE,,,,,0:00:49,^7xenspec,^7Padawan,MOD_DISRUPTOR,0.2882733643,0.001091944519,5.365288734,162.5845032,1366,81,0,344,533,164,978,,,194,78
2020-08-21 manaan 2v2.dm_26.dm_meta,160518406,0:08:42,159997204,160999183,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:08:42,^3Xen_Crypt,^7enab(tired),MOD_DISRUPTOR_SNIPER,0.2284786552,0.0008654494304,5.337696552,161.7483826,3413,0,0,158,654,450,628,,,396,256
2020-06-25 lego 1v1 (5).dm_26.dm_meta,2181440,0:08:20,1682447,2340170,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:08:20,^3Xen_Crypt,,MOD_DISRUPTOR_SNIPER,1.097121119,0.004155762028,5.315895557,161.087738,2521,0,0,100,690,370,652,,,257,123
2020-06-27 cairn 4v4.dm_26.dm_meta,227378,0:00:27,202001,1329875,MOD_DISRUPTOR,bad,TRUE,,,,,0:00:27,^7xenspec,^7Padawan,MOD_DISRUPTOR,2.056190491,0.01246176101,5.313741207,161.0224609,1531,349,0,379,687,198,963,,,286,103
